2	9.4756	12.0181	11.6590	8.0455	7.1681	6.7208	5.9158	5.2871	4.1324	4.0365	4.0758	
3	9.6331	13.0061	15.8282	13.8105	12.6763	10.2487	8.2094	7.7672	8.0877	6.9375	7.9451	
4	10.9634	15.4328	16.6741	17.7016	19.2659	16.5993	14.8749	10.5763	10.3817	10.1369	9.9592	
5	8.7802	13.2241	16.9467	18.2849	21.2274	20.8605	19.9465	18.3464	15.8335	14.4051	13.8079	
6	9.7658	14.1680	18.1131	21.2966	24.5560	25.2731	21.6270	18.4125	15.7606	18.4159	13.7442	
7	6.3718	12.4435	17.8436	20.7687	26.0617	29.1956	27.0963	21.1106	18.7223	22.6829	17.5179	
8	8.3743	13.6428	14.7096	20.2522	30.6380	34.5931	31.1220	29.0035	24.1450	27.1276	25.8907	
9	6.6499	13.4866	16.9999	22.5544	29.0605	35.0148	36.0046	33.3517	27.5813	27.9263	25.7497	
10	7.6135	13.9854	19.0875	24.3330	32.0041	37.6918	42.1412	37.6515	29.9670	26.6248	26.3531	
