256   1.5616   12.6686  14.9390
512   7.4732   12.2231  12.7452
768   10.9645  15.7410  19.7042
1024  37.5095  44.9585  64.4762
1280  20.6522  22.2565  31.4761
1536  29.2289  34.5266  43.4347
