32    1127.197
64    1772.891
128   1941.526
256   1973.020
512   2004.423
768   2004.885
1024  1989.838
1280  1786.823
1536  1488.975
1792  1322.077
2048  1268.841
2304  1133.934
2560  1064.982
2816  996.813
3072  920.707
