256   2.7117 2.4928 10.2156 14.5226 10.8541 19.9425 1.4101  2.1506  2.4659  3.2260  2.9047  2.7068
512   1.9235 2.1670  8.0954 13.1220 11.0806 22.1329 3.1148 11.2608 14.2503 18.3687 17.7094 13.7400
768   2.3938 2.9427 13.2248 20.9277 15.4284 28.2877 38.0838  7.0125  9.9669 12.2951 11.3257  9.0323
1024  3.2264 7.3564 39.2455 59.4710 42.4514 91.0328 4.1228 38.0327 42.4630 52.6394 46.2310 47.5737
1280  2.9897 5.4500 20.8851 30.6548 23.5001 39.2292 5.1028  16.3096 16.9081 17.8802 17.1084 17.3927
1536  3.4969 7.1683 30.9711 42.1788 32.4847 46.7582 4.3469  26.1423  26.2515 27.6436 27.0411 26.7490
